-62.5,5.6818647,-0.5625,1.0,33.213394,9,1543262049938400
-60.5,5.2155347,4.25,1.0,33.213394,6,1543262049940409
-61.0,5.5530105,-1.1875,1.0,33.213394,3,1543262049942308
-69.5,4.4424086,-4.25,1.0,33.213394,1,1543262049943838
-73.0,5.184855,-1.1875,1.0,33.213394,4,1543262049945799
-70.0,2.3255148,21.9375,1.0,33.213394,5,1543262049947843
-69.0,5.7186804,-12.1875,1.0,33.213394,2,1543262049949376
-71.0,5.2462144,-11.5625,1.0,33.213394,8,1543262049950948
-63.0,5.7064085,-3.0,1.0,33.213394,9,1543262049955141
-61.0,5.264622,-3.625,1.0,33.213394,6,1543262049956745
-69.0,2.3684664,15.25,1.0,33.213394,2,1543262049958287
-61.0,2.3807383,-1.1875,1.0,33.213394,3,1543262049959817
-69.5,4.399457,5.4375,1.0,33.213394,1,1543262049962069
-62.5,2.4973207,8.5,1.0,33.213394,9,1543262049968105
-61.0,5.5407386,2.4375,1.0,33.213394,3,1543262049969677
-68.5,5.5591464,6.0625,1.0,33.213394,2,1543262049971487
-60.5,5.270758,-1.1875,1.0,33.213394,6,1543262049973043
-69.5,4.460816,-3.625,1.0,33.213394,1,1543262049974649
-61.0,2.4359615,2.4375,1.0,33.213394,3,1543262049978820
-61.0,5.2400784,-3.625,1.0,33.213394,6,1543262049980413
-63.0,5.669593,2.4375,1.0,33.213394,9,1543262049981970
-70.5,2.3009713,10.375,1.0,33.213394,5,1543262049983495
-69.5,4.399457,1.8125,1.0,33.213394,1,1543262049985044
-73.0,5.2523503,11.875,1.0,33.213394,4,1543262049986987
-69.0,2.4420974,-4.875,1.0,33.213394,2,1543262049988566
-71.0,5.166447,-1.8125,1.0,33.213394,8,1543262049990148
-63.0,5.657321,5.1875,1.0,33.213394,9,1543262049993877
-61.0,2.3684664,7.3125,1.0,33.213394,3,1543262049996152
-61.0,5.264622,1.1875,1.0,33.213394,6,1543262049997698
-69.5,4.460816,-7.3125,1.0,33.213394,1,1543262050000746
-69.0,5.5407386,7.875,1.0,33.213394,2,1543262050002289
-63.0,5.6818647,-0.5625,1.0,33.213394,9,1543262050005910
-68.5,5.7002726,-9.125,1.0,33.213394,2,1543262050007912
-61.0,2.3868742,6.0625,1.0,33.213394,3,1543262050009439
-69.5,4.374913,4.875,1.0,33.213394,1,1543262050010989
-61.0,5.2523503,-0.5625,1.0,33.213394,6,1543262050012538
-61.0,5.589826,-0.5625,1.0,33.213394,3,1543262050016606
-63.0,5.6818647,-3.0,1.0,33.213394,9,1543262050019351
-70.5,5.510059,6.0625,1.0,33.213394,5,1543262050020899
-61.0,5.2400784,4.25,1.0,33.213394,6,1543262050022443
-71.5,5.3137093,-17.0625,1.0,33.213394,8,1543262050024601
-69.5,4.4240007,6.6875,1.0,33.213394,1,1543262050026800
-69.0,2.3684664,7.875,1.0,33.213394,2,1543262050028617
-73.5,1.9880391,2.4375,1.0,33.213394,4,1543262050030485
-69.0,2.4175537,5.4375,1.0,33.213394,2,1543262050035378
-69.5,4.3380976,13.375,1.0,33.213394,1,1543262050036936
-61.0,5.510059,9.125,1.0,33.213394,3,1543262050039364
-71.5,2.067806,-2.4375,1.0,33.213394,8,1543262050040979
-63.0,5.645049,6.375,1.0,33.213394,9,1543262050042535
-61.0,5.2216706,4.25,1.0,33.213394,6,1543262050044059
-73.0,5.166447,14.3125,1.0,33.213394,4,1543262050045595
-70.5,2.3500586,14.625,1.0,33.213394,5,1543262050047175
-63.0,5.675729,1.8125,1.0,33.213394,9,1543262050052889
-61.0,5.2400784,-1.8125,1.0,33.213394,6,1543262050054467
-61.0,5.5346026,-1.1875,1.0,33.213394,3,1543262050056002
-69.0,5.5223308,10.375,1.0,33.213394,2,1543262050057540
-69.5,4.417865,3.625,1.0,33.213394,1,1543262050059076
-70.0,5.4671073,13.375,1.0,33.213394,5,1543262050061003
-63.0,5.7248163,-3.0,1.0,33.213394,9,1543262050064679
-70.0,5.516195,1.8125,1.0,33.213394,5,1543262050067389
-61.0,2.1291654,2.4375,1.0,33.213394,6,1543262050069268
-61.0,5.5530105,0.5625,1.0,33.213394,3,1543262050070794
-61.0,5.2462144,-0.5625,1.0,33.213394,6,1543262050074665
-61.0,5.5468745,3.0,1.0,33.213394,3,1543262050077278
-63.0,2.5341363,-1.1875,1.0,33.213394,9,1543262050078795
-61.0,5.264622,0.0,1.0,33.213394,6,1543262050082173
-61.0,5.58369,-6.0625,1.0,33.213394,3,1543262050083712
-63.0,5.7186804,0.5625,1.0,33.213394,9,1543262050085288
-69.0,5.608234,14.0,1.0,33.213394,2,1543262050086870
-69.5,4.393321,6.6875,1.0,33.213394,1,1543262050088452
-63.0,5.6941366,3.625,1.0,33.213394,9,1543262050092279
-73.0,5.325981,-28.9375,1.0,33.213394,4,1543262050094230
-69.0,5.595962,5.75,1.0,33.213394,2,1543262050096210
-70.0,4.411729,6.0625,1.0,33.213394,1,1543262050097803
-61.0,2.4298255,1.8125,1.0,33.213394,3,1543262050100383
-61.0,2.080078,0.5625,1.0,33.213394,6,1543262050101931
-69.5,4.374913,1.1875,1.0,33.213394,1,1543262050106969
-61.0,5.5468745,3.0,1.0,33.213394,3,1543262050108874
-61.0,5.2584863,1.8125,1.0,33.213394,6,1543262050110422
-63.0,2.55868,-0.5625,1.0,33.213394,9,1543262050112281
-69.0,5.651185,-7.3125,1.0,33.213394,2,1543262050113822
-73.5,5.031457,8.8125,1.0,33.213394,4,1543262050115414
-70.5,5.442564,1.1875,1.0,33.213394,5,1543262050119964
-63.0,5.7002726,-5.4375,1.0,33.213394,9,1543262050121482
-69.0,2.5034566,5.4375,1.0,33.213394,2,1543262050124192
-72.0,5.2093987,5.4375,1.0,33.213394,8,1543262050125771
-61.0,5.5530105,1.8125,1.0,33.213394,3,1543262050127577
-61.0,2.1046216,3.625,1.0,33.213394,6,1543262050129122
-69.5,4.399457,9.125,1.0,33.213394,1,1543262050130724
-73.0,5.0560007,13.0625,1.0,33.213394,4,1543262050132590
-61.5,0.42951462,0.5625,1.0,32.939884,6,1543262050150595
-63.5,0.92038846,-1.1875,1.0,32.939884,9,1543262050152603
-61.5,0.8099418,1.8125,1.0,32.939884,3,1543262050154405
-72.0,0.5645049,-9.125,1.0,32.939884,8,1543262050156825
-71.0,0.7853982,6.6875,1.0,32.939884,5,1543262050158409
-69.5,4.1908355,-10.0625,1.0,32.939884,2,1543262050159969
-70.0,5.9518456,-6.6875,1.0,32.939884,1,1543262050161812
-74.0,0.43565056,-11.875,1.0,32.939884,4,1543262050163727
-61.5,0.38656315,4.25,1.0,32.939884,6,1543262050167871
-63.5,4.098797,0.5625,1.0,32.939884,9,1543262050169480
-61.5,0.8222137,-0.5625,1.0,32.939884,3,1543262050171011
-69.5,0.93266034,4.875,1.0,32.939884,2,1543262050172542
-71.0,4.0313015,-15.8125,1.0,32.939884,5,1543262050174077
-69.5,5.896622,3.0,1.0,32.939884,1,1543262050175675
-63.5,4.068117,0.0,1.0,32.939884,9,1543262050179583
-61.5,3.5588355,4.25,1.0,32.939884,6,1543262050181131
-61.5,0.79767,1.8125,1.0,32.939884,3,1543262050182719
-69.5,0.957204,-4.25,1.0,32.939884,2,1543262050185114
-70.5,5.896622,1.1875,1.0,32.939884,1,1543262050187408
-71.0,3.9331267,9.75,1.0,32.939884,5,1543262050189214
-61.5,0.8222137,2.4375,1.0,32.939884,3,1543262050194385
-73.5,3.6324666,-15.25,1.0,32.939884,4,1543262050195957
-61.5,0.41724277,0.5625,1.0,32.939884,6,1543262050197490
-63.5,0.90811664,2.4375,1.0,32.939884,9,1543262050199009
-71.5,0.7853982,4.25,1.0,32.939884,5,1543262050202241
-70.0,5.91503,2.4375,1.0,32.939884,1,1543262050204512
-72.0,0.59518456,-17.0625,1.0,32.939884,8,1543262050206062
-69.5,0.9510681,1.8125,1.0,32.939884,2,1543262050207597
-63.5,0.957204,-3.0,1.0,32.939884,9,1543262050212007
-61.5,0.8222137,3.625,1.0,32.939884,3,1543262050214001
-61.5,0.41110685,0.5625,1.0,32.939884,6,1543262050216275
-69.5,0.9878836,6.0625,1.0,32.939884,2,1543262050221068
-71.0,0.77926224,-4.875,1.0,32.939884,5,1543262050223057
-69.5,5.7309523,15.25,1.0,32.939884,1,1543262050224601
-74.0,3.7674568,-17.0625,1.0,32.939884,4,1543262050226141
-72.5,0.46019423,1.8125,1.0,32.939884,8,1543262050228315
-63.5,0.8897089,10.375,1.0,32.939884,9,1543262050232141
-70.0,5.8659425,5.4375,1.0,32.939884,1,1543262050234142
-61.5,0.4049709,-0.5625,1.0,32.939884,6,1543262050235650
-71.5,0.7669904,-5.75,1.0,32.939884,5,1543262050237205
-62.0,0.81607777,1.8125,1.0,32.939884,3,1543262050238740
-69.5,4.0435734,5.75,1.0,32.939884,2,1543262050240360
-61.5,0.38042724,9.75,1.0,32.939884,6,1543262050245787
-63.5,0.93266034,3.625,1.0,32.939884,9,1543262050247657
-61.5,0.80380595,-3.625,1.0,32.939884,3,1543262050249193
-71.0,3.8472238,15.25,1.0,32.939884,5,1543262050250749
-70.0,2.730486,-1.8125,1.0,32.939884,1,1543262050252340
-70.0,0.957204,11.5625,1.0,32.939884,2,1543262050253864
-61.5,0.4233787,0.5625,1.0,32.939884,6,1543262050258361
-62.0,0.8467574,-3.0,1.0,32.939884,3,1543262050260195
-63.5,0.9756118,3.625,1.0,32.939884,9,1543262050261734
-71.0,0.88357294,-1.1875,1.0,32.939884,5,1543262050264085
-74.0,0.33747578,15.8125,1.0,32.939884,4,1543262050265690
-69.5,2.791845,1.1875,1.0,32.939884,1,1543262050267231
-72.0,3.5342917,4.875,1.0,32.939884,8,1543262050268761
-69.5,0.8897089,13.375,1.0,32.939884,2,1543262050270294
-63.5,4.086525,-1.1875,1.0,32.939884,9,1543262050275119
-61.5,0.41110685,2.4375,1.0,32.939884,6,1543262050276986
-61.5,0.8099418,7.3125,1.0,32.939884,3,1543262050278516
-70.0,5.9641175,-0.5625,1.0,32.939884,1,1543262050281259
-73.0,0.3926991,-7.0,1.0,32.939884,4,1543262050283283
-72.5,0.43565056,-1.1875,1.0,32.939884,8,1543262050285077
-70.0,0.90811664,11.5625,1.0,32.939884,2,1543262050287362
-71.0,0.7485826,1.8125,1.0,32.939884,5,1543262050288944
-63.5,4.104933,2.4375,1.0,32.939884,9,1543262050292776
-61.5,0.77926224,5.4375,1.0,32.939884,3,1543262050294772
-61.5,0.4049709,4.875,1.0,32.939884,6,1543262050296645
-70.0,5.8843503,-1.8125,1.0,32.939884,1,1543262050298176
-74.0,0.46019423,-13.6875,1.0,32.939884,4,1543262050300134
-74.0,0.33747578,6.6875,1.0,32.939884,4,1543262050303711
-61.5,0.8099418,6.0625,1.0,32.939884,3,1543262050305699
-61.5,3.583379,-2.4375,1.0,32.939884,6,1543262050307258
-63.5,4.0558453,-0.5625,1.0,32.939884,9,1543262050309070
